LabelName,Definition
/m/01nkt,Chess is a board game between two players It is sometimes called international chess or Western chess to distinguish it from related games such as xiangqi ( Chinese chess ) and shogi ( Japanese chess ) The current form of the game emerged in Spain and the rest of Southern Europe during the second half of the 15th century after evolving from chaturanga a similar but much older game of Indian origin Today chess is one of the world 's most popular games played by millions of people worldwide Chess is an abstract strategy game and involves no hidden information It is played on a chessboard with 64 squares arranged in an eight-by-eight grid At the start each player controls sixteen pieces one king one queen two rooks two bishops two knights and eight pawns The player controlling the white pieces moves first followed by the player controlling the black pieces The object of the game is to checkmate the opponent 's king whereby the king is under immediate attack ( in `` check '' ) and there is no way for it to escape There are also several ways a game can end in a draw Organized chess arose in the 19th century Chess competition today is governed internationally by FIDE ( the International Chess Federation ) The first universally recognized World Chess Champion Wilhelm Steinitz claimed his title in 1886 Magnus Carlsen is the current World Champion A huge body of chess theory has developed since the game 's inception Aspects of art are found in chess composition and chess in its turn influenced Western culture and art and has connections with other fields such as mathematics computer science and psychology One of the goals of early computer scientists was to create a chess-playing machine In 1997 Deep Blue became the first computer to beat the reigning World Champion in a match when it defeated Garry Kasparov Today 's chess engines are significantly stronger than the best human players and have deeply influenced the development of chess theory == Rules == The rules of chess are published by FIDE ( Fédération Internationale des Échecs ) chess 's international governing body in its Handbook Rules published by national governing bodies or by unaffiliated chess organizations commercial publishers etc. may differ in some details FIDE 's rules were most recently revised in 2023 === Setup === Chess pieces are divided into two different colored sets While the sets might not be literally white and black ( e.g the light set may be a yellowish or off-white color the dark set may be brown or red ) they are always referred to as `` white '' and `` black '' The players of the sets are referred to as White and Black respectively Each set consists of sixteen pieces one king one queen two rooks two bishops two knights and eight pawns Chess sets come in a wide variety of styles for competition the Staunton pattern is preferred The game is played on a square board of eight rows ( called ranks )
/m/0cd4d,"The cheetah ( Acinonyx jubatus ) is a large cat native to Africa and central Iran It is the fastest land animal estimated to be capable of running at 80 to 128 km/h ( 50 to 80 mph ) with the fastest reliably recorded speeds being 93 and 98 km/h ( 58 and 61 mph ) and as such has evolved specialized adaptations for speed including a light build long thin legs and a long tail It typically reaches 67–94 cm ( 26–37 in ) at the shoulder and the head-and-body length is between 1.1 and 1.5 m ( 3 ft 7 in and 4 ft 11 in ) Adults weigh between 21 and 72 kg ( 46 and 159 lb ) Its head is small and rounded with a short snout and black tear-like facial streaks The coat is typically tawny to creamy white or pale buff and is mostly covered with evenly spaced solid black spots Four subspecies are recognised The cheetah lives in three main social groups females and their cubs male `` coalitions '' and solitary males While females lead a nomadic life searching for prey in large home ranges males are more sedentary and instead establish much smaller territories in areas with plentiful prey and access to females The cheetah is active during the day with peaks during dawn and dusk It feeds on small- to medium-sized prey mostly weighing under 40 kg ( 88 lb ) and prefers medium-sized ungulates such as impala springbok and Thomson 's gazelles The cheetah typically stalks its prey to within 60–70 m ( 200–230 ft ) charges towards it trips it during the chase and bites its throat to suffocate it to death It breeds throughout the year After a gestation of nearly three months a litter of typically three or four cubs is born Cheetah cubs are highly vulnerable to predation by other large carnivores such as hyenas and lions They are weaned at around four months and are independent by around 20 months of age The cheetah occurs in a variety of habitats such as savannahs in the Serengeti arid mountain ranges in the Sahara and hilly desert terrain in Iran The cheetah is threatened by several factors such as habitat loss conflict with humans poaching and high susceptibility to diseases Historically ranging throughout most of Sub-Saharan Africa and extending eastward into the Middle East and to central India the cheetah is now distributed mainly in small fragmented populations in central Iran and southern eastern and northwestern Africa In 2016 the global cheetah population was estimated at 7,100 individuals in the wild it is listed as Vulnerable on the IUCN Red List In September 2022 they were reintroduced to India after being extinct in the country for 70 years In the past cheetahs were tamed and trained for hunting ungulates They have been widely depicted in art literature advertising and animation == Etymology == The vernacular name `` cheetah '' is derived from Hindustani Urdu چیتا and Hindi चीता ( ćītā ) This in turn comes from Sanskrit"
/m/05kyg_,A chest of drawers also called ( especially in North American English ) a dresser or a bureau is a type of cabinet ( a piece of furniture ) that has multiple parallel horizontal drawers generally stacked one above another In American English a dresser is a piece of furniture usually waist high that has drawers and normally room for a mirror In British English a dresser or a Welsh dresser has shelves in the upper section for storing or displaying tableware.Chests of drawers have traditionally been made and used for storing clothing especially underwear socks and other items not normally hung in or otherwise stored in a closet They are usually placed in a bedroom for this purpose but can actually be used to store anything that will fit inside and can be placed anywhere in a house or another place Various personal sundry items are also often stored in a chest of drawers It has a long history as one of the stand-bys of a carpenter 's workshop A typical chest is approximately rectangular in overall shape and often has short legs at the bottom corners for placement on the floor Chests of drawers often come in 5- 6- and 7-drawer varieties with either a single or a double top drawer The chest illustrated at right would be described as a 5 over 2 chest-on-chest the latter term deriving from the fact that at one time it would have been made as 2 separable pieces They are commonly made of wood similar to many other kinds of furniture but of course can be made of other materials The inside of the drawers can be accessed by pulling them out at the front side It is often placed so that the back side faces a wall since access to the back is not necessary The lateral sides are also usually made such that they can be placed against a wall or in a corner Although they can be plain in appearance chests of drawers can also be made with a fancy or ornamental appearance including finishes and various external color tones Traditionally drawers would slide out on smooth wood rails Most modern cabinets ( such as Filing cabinets ) use roll-out shelf sliders made of metal with rollers.Most chests of drawers fall into one of two types those which are about waist-high or bench-high and those ( usually with more drawers ) which are about shoulder-high Both types typically have a flat surface on top Waist-high chests often have a mirror placed vertically on top which is often bought with the piece While a user is getting dressed or otherwise preparing their grooming he or she can look at themselves in the mirror to check their appearance A chifforobe ( from chiffonier + wardrobe ) is a combination of a wardrobe and a chest of drawers == History == First invented in China by Physician Hua Tuo “ 華佗 “ 180–208 CE The chest of drawers were often used for storing different types of medicine and called `` Hundred Drawers ''
/m/09b5t,The chicken ( Gallus gallus domesticus ) is a domesticated junglefowl species with attributes of wild species such as the grey and the Ceylon junglefowl that are originally from Southeastern Asia Rooster or cock is a term for an adult male bird and a younger male may be called a cockerel A male that has been castrated is a capon An adult female bird is called a hen and a sexually immature female is called a pullet Humans now keep chickens primarily as a source of food ( consuming both their meat and eggs ) and as pets Traditionally they were also bred for cockfighting which is still practiced in some places Chickens are one of the most common and widespread domestic animals with a total population of 23.7 billion as of 2018 up from more than 19 billion in 2011 There are more chickens in the world than any other bird There are numerous cultural references to chickens – in myth folklore and religion and in language and literature.Genetic studies have pointed to multiple maternal origin theories of within South Asia Southeast Asia and East Asia but the clade found in the Americas Europe the Middle East and Africa originated from the Indian subcontinent From ancient India the chicken spread to the Eastern Mediterranean They appear in Egypt in the mid-15th century BC with the `` bird that gives birth every day '' having come from the land between Syria and Shinar Babylonia according to the annals of Thutmose III They are known in Greece from the 5th century BC.In 2011 a study in genetic and archaeological evidence conclude that the origin of the modern-day chicken is from Southeast Asia == Terminology == An adult male is a called a cock or ( in the United States ) a rooster and an adult female is called a hen.Other terms are Biddy a newly hatched chicken Capon a castrated or neutered male chicken Chick a young chicken Chook a chicken ( Australia/New Zealand informal ) Cockerel a young male chicken less than a year old Dunghill fowl a chicken with mixed parentage from different domestic varieties Pullet a young female chicken less than a year old In the poultry industry a pullet is a sexually immature chicken less than 22 weeks of age Yardbird a chicken ( southern United States dialectal ) Chicken may also mean a chick ( see for example Hen and Chicken Islands ) In fact chicken was originally a term only for an immature or at least young bird In older sources chicken as a species were typically referred to as common fowl or domestic fowl.In Australian or New Zealand vernacular English the word chook provides the generic term for the species ( e.g `` a cooked chook '' or `` she keeps chooks '' ) which enables chicken to commonly retain its original sense of a young or recently hatched bird Chick is then rarely used to mean chicken but is mainly used in Merriam-Webster 's `` Sense 1b '' viz the young of any bird ==
/m/01_5g,Chopsticks ( Chinese 筷子 or 箸 Pinyin kuaizi or zhu ) are shaped pairs of equal-length sticks of Chinese origin that have been used as kitchen and eating utensils in most of East and Southeast Asia for over three millennia They are held in the dominant hand secured by fingers and wielded as extensions of the hand to pick up food First used by the Chinese chopsticks later spread to Tibet and other parts of Asia Chopsticks have become more accepted in connection with Asian food in the West especially in cities with significant Asian diaspora communities Chopsticks are smoothed and frequently tapered They are traditionally made of wood bamboo metal ivory and ceramics and in modern days increasingly available in non-traditional materials such as plastic stainless steel and even titanium Chopsticks are often seen as requiring practice and skill to master to be used as an eating utensil Although not as serious as before in some countries it is often frowned upon if used incorrectly == Origin and history == Chopsticks have been around and used since at least the Shang dynasty ( 1766–1122 BCE ) However the Han dynasty historian Sima Qian wrote that it is likely that chopsticks were also used in the preceding Xia dynasty and even the earlier Erlitou culture although finding archeological evidence from this era is incredibly difficult.The earliest evidence of chopsticks uncovered so far consists of six chopsticks made of bronze 26 centimeters ( 10 in ) long and 1.1 to 1.3 centimeters ( 0.43 to 0.51 in ) wide excavated from the Ruins of Yin near Anyang ( Henan ) These are dated roughly to 1200 BCE during the Shang dynasty They were supposed to have been used for cooking The earliest known textual reference to the use of chopsticks comes from the Han Feizi a philosophical text written by Han Fei ( c. 280–233 BCE ) in the 3rd century BCE.The wide diffusion of chopsticks in the Chinese culture is sometimes attributed to the Confucian philosophy that emphasizes family harmony as the basis for civil order Confucius himself have allegedly said that knives are for warriors but chopsticks are for scholars and his successor Mencius is linked to the aphorism `` the honorable and upright man keeps well away from both the slaughterhouse and the kitchen… And he allows no knives on his table '' Confucius references to chopsticks in his Book of Rites suggests these items were widely known in the Warring States period ( c. 475–221 BC ) === As cooking utensils === The first chopsticks were used for cooking stirring the fire serving or seizing bits of food and not as eating utensils One reason was that before the Han dynasty millet was predominant in North China Korea and parts of Japan While chopsticks were used for cooking millet porridge was eaten with spoons at that time 29-35 The use of chopsticks in the kitchen continues to this day Ryōribashi ( 料理箸 ) are Japanese kitchen chopsticks used in Japanese cuisine They are used in the preparation of Japanese
/m/09j2d,Clothing ( also known as clothes garments dress apparel or attire ) is any item worn on the body Typically clothing is made of fabrics or textiles but over time it has included garments made from animal skin and other thin sheets of materials and natural products found in the environment put together The wearing of clothing is mostly restricted to human beings and is a feature of all human societies The amount and type of clothing worn depends on gender body type social factors and geographic considerations Garments cover the body footwear covers the feet gloves cover the hands while hats and headgear cover the head Eyewear and jewelry are not generally considered items of clothing but play an important role in fashion and clothing as costume Clothing serves many purposes it can serve as protection from the elements rough surfaces sharp stones rash-causing plants insect bites by providing a barrier between the skin and the environment Clothing can insulate against cold or hot conditions and it can provide a hygienic barrier keeping infectious and toxic materials away from the body It can protect feet from injury and discomfort or facilitate navigation in varied environments Clothing also provides protection from ultraviolet radiation It may be used to prevent glare or increase visual acuity in harsh environments such as brimmed hats Clothing is used for protection against injury in specific tasks and occupations sports and warfare Fashioned with pockets belts or loops clothing may provide a means to carry things while freeing the hands Clothing has significant social factors as well Wearing clothes is a variable social norm It may connote modesty Being deprived of clothing in front of others may be embarrassing In many parts of the world not wearing clothes in public so that genitals breasts or buttocks are visible could be considered indecent exposure Pubic area or genital coverage is the most frequently encountered minimum found cross-culturally and regardless of climate implying social convention as the basis of customs Clothing also may be used to communicate social status wealth group identity and individualism Some forms of personal protective equipment amount to clothing such as coveralls chaps or a doctor 's white coat with similar requirements for maintenance and cleaning as other textiles ( boxing gloves function both as protective equipment and as a sparring weapon so the equipment aspect rises above the glove aspect ) More specialized forms of protective equipment such as face shields are classified protective accessories At the far extreme self-enclosing diving suits or space suits are form fitting body covers and amount to a form of dress without being clothing per se while containing enough high technology to amount to more of a tool than a garment This line will continue to blur as wearable technology embeds assistive devices directly into the fabric itself the enabling innovations are ultra low power consumption and flexible electronic substrates Clothing also hybridizes into a personal transportation system ( ice skates roller skates cargo pants other outdoor survival gear one-man band ) or concealment system ( stage magicians hidden
/m/01xygc,"The coast also known as the coastline or seashore is defined as the area where land meets the ocean or as a line that forms the boundary between the land and the coastline The Earth has around 620,000 kilometres ( 390,000 mi ) of coastline Coasts are important zones in natural ecosystems often home to a wide range of biodiversity On land they harbor important ecosystems such as freshwater or estuarine wetlands which are important for bird populations and other terrestrial animals In wave-protected areas they harbor saltmarshes mangroves or seagrasses all of which can provide nursery habitat for finfish shellfish and other aquatic species Rocky shores are usually found along exposed coasts and provide habitat for a wide range of sessile animals ( e.g mussels starfish barnacles ) and various kinds of seaweeds Along tropical coasts with clear nutrient-poor water coral reefs can often be found between depths of 1–50 meters ( 3.3–164.0 feet ) According to a United Nations atlas 44 % of all people live within 5 km ( 3.3mi ) of the sea Because of their importance in society and high concentration of population the coast is important for major parts of the global food and economic system and they provide many ecosystem services to humankind For example important human activities happen in port cities Coastal fisheries ( commercial recreational and subsistence ) and aquaculture are major economic activities and create jobs livelihoods and protein for the majority of coastal human populations Other coastal spaces like beaches and seaside resorts generate large revenues through tourism Marine coastal ecosystems can also provide protection against sea level rise and tsunamis In many countries mangroves are the primary source of wood for fuel ( e.g charcoal ) and building material Coastal ecosystems like mangroves and seagrasses have a much higher capacity for carbon sequestration than many terrestrial ecosystems and as such can play a critical role in the near-future to help mitigate climate change effects by uptake of atmospheric anthropogenic carbon dioxide However the economic importance of coasts makes many of these communities vulnerable to climate change which causes increases in extreme weather and sea level rise and related issues such as coastal erosion saltwater intrusion and coastal flooding Other coastal issues such as marine pollution marine debris coastal development and marine ecosystem destruction further complicate the human uses of the coast and threaten coastal ecosystems The interactive effects of climate change habitat destruction overfishing and water pollution ( especially eutrophication ) have led to the demise of coastal ecosystem around the globe This has resulted in population collapse of fisheries stocks loss of biodiversity increased invasion of alien species and loss of healthy habitats International attention to these issues has been captured in Sustainable Development Goal 14 `` Life Below Water '' which sets goals for international policy focused on preserving marine coastal ecosystems and supporting more sustainable economic practices for coastal communities Likewise the United Nations has declared 2021-2030 the UN Decade on Ecosystem Restoration but restoration of coastal ecosystems has received insufficient attention.Because coasts are constantly changing a"
/m/024g6,A cocktail is an alcoholic mixed drink Most commonly cocktails are either a single spirit or combination of spirits mixed with other ingredients such as tonic water fruit juice flavored syrup or cream Cocktails vary widely across regions of the world and many websites publish both original recipes and their own interpretations of older and more famous cocktails == History == The origins of the word cocktail have been debated ( see section Etymology ) The first written mention of cocktail as a beverage appeared in The Farmers Cabinet 1803 in the United States The first definition of a cocktail as an alcoholic beverage appeared three years later in The Balance and Columbian Repository ( Hudson New York ) May 13 1806 Traditionally cocktail ingredients included spirits sugar water and bitters however this definition evolved throughout the 1800s to include the addition of a liqueur.In 1862 Jerry Thomas published a bartenders guide called How to Mix Drinks or The Bon Vivant 's Companion which included 10 cocktail recipes using bitters to differentiate from other drinks such as punches and cobblers In Wilkie Collins 1879 novel Fallen Leaves the following appears in Book the Eighth Chapter VIII `` Here ’ s a little order for you whisky bitters lemon and ice -- I 'll take a cocktail in the library. `` Cocktails continued to evolve and gain popularity throughout the 1900s with the term eventually expanding to cover all mixed drinks In 1917 the term `` cocktail party '' was coined by Mrs. Julius S. Walsh Jr. of St. Louis Missouri With wine and beer being less available during the Prohibition in the United States ( 1920–1933 ) liquor-based cocktails became more popular due to accessibility followed by a decline in popularity during the late 1960s The early to mid-2000s saw the rise of cocktail culture through the style of mixology which mixes traditional cocktails and other novel ingredients.In the modern world and the Information Age cocktail recipes are widely shared online on websites Cocktails and restaurants that serve them are frequently covered and reviewed in tourism magazines and guides Some cocktails such as the Mojito Manhattan and Martini have become staples in both restaurants and pop culture phenomena martinis specifically being associated with James Bond and his phrase `` shaken not stirred '' == Usage and related terms == The Oxford Dictionaries define cocktail as `` an alcoholic drink consisting of a spirit or spirits mixed with other ingredients such as fruit juice or cream '' A cocktail can contain alcohol a sugar and a bitter/citrus When a mixed drink contains only a distilled spirit and a mixer such as soda or fruit juice it is a highball Many of the International Bartenders Association Official Cocktails are highballs When a mixed drink contains only a distilled spirit and a liqueur it is a duo and when it adds cream or a cream-based liqueur it is a trio Additional ingredients may be sugar honey milk cream and various herbs.Mixed drinks without alcohol that resemble cocktails are known as `` mocktails '' or ``
/m/0440zs,A cocktail shaker is a device used to mix beverages ( usually alcoholic ) by shaking When ice is put in the shaker this allows for a quicker cooling of the drink before serving == Usage == A shaken cocktail is made by putting the desired ingredients ( typically liquor fruit juices syrups liqueurs and ice cubes ) in the cocktail shaker Then it is shaken vigorously for around 10 to 18 seconds depending upon the size and temperature of the ice == Varieties == There are at least three varieties of cocktail shaker The Boston Shaker A two-piece shaker consisting of a 28 imp fl oz ( 800 ml ) metal bottom and a 16 imp fl oz ( 450 ml ) mixing container made of plastic metal or ( more traditionally ) glass The mixing container and bottom are inserted into each other for shaking or used separately for stirring or muddling A separate strainer such as a Hawthorne or Julep strainer is required for this type shaker if crushed ice is used Without such a strainer some bartenders may instead strain by narrowly separating the two pieces after shaking and pouring the drink through the resulting gap Smaller versions containing 18 imp fl oz ( 510 ml ) and 20 fl oz ( 570 ml ) are now also available Beginning in the late 1870s and early 1880s versions of the Boston Shaker appeared with the metal bottom piece containing integral strainer mechanisms The Cobbler Shaker A three-piece cocktail shaker that has tapers at the top and ends with a built-in strainer and includes a cap The cap can often be used as a measure for spirits or other liquids The Parisian or French Shaker A two-piece shaker consisting of a metal bottom and a metal cap A strainer is always required for this type of shaker barring the separation method mentioned above == History == The cocktail shaker can be traced to 7000 BCE in prehispanic Mexico and South America where the jar gourd was used as a closed container In 1520 Hernán Cortés wrote to King Charles V of Spain of a drink made from cacao served to Montezuma with much reverence frothy and foaming from a golden cylinder Egyptians as long ago as 3500 BCE added spices to their fermented grain concoctions before serving to make them more palatable By the mid-19th century the cocktail shaker as we now know it was in wide use invented by an innkeeper who while using two containers to pour drinks back and forth between noticed that one container 's mouth was smaller than the other 's and held the two together and shook them `` for a bit of a show '' Rapid design advancement occurred during the late 19th century with several patent improvements occurring during the 1870s and 1880s ( see Patent history below ) including the addition of integral strainer mechanisms to shakers During the 1920s prohibition era in the United States cocktail shakers were produced in many different shapes and designs including shakers that looked
/m/0djtd,The coconut tree ( Cocos nucifera ) is a member of the palm tree family ( Arecaceae ) and the only living species of the genus Cocos The term `` coconut '' ( or the archaic `` cocoanut '' ) can refer to the whole coconut palm the seed or the fruit which botanically is a drupe not a nut The name comes from the old Portuguese word coco meaning `` head '' or `` skull '' after the three indentations on the coconut shell that resemble facial features They are ubiquitous in coastal tropical regions and are a cultural icon of the tropics The coconut tree provides food fuel cosmetics folk medicine and building materials among many other uses The inner flesh of the mature seed as well as the coconut milk extracted from it form a regular part of the diets of many people in the tropics and subtropics Coconuts are distinct from other fruits because their endosperm contains a large quantity of clear liquid called coconut water or coconut juice Mature ripe coconuts can be used as edible seeds or processed for oil and plant milk from the flesh charcoal from the hard shell and coir from the fibrous husk Dried coconut flesh is called copra and the oil and milk derived from it are commonly used in cooking – frying in particular – as well as in soaps and cosmetics Sweet coconut sap can be made into drinks or fermented into palm wine or coconut vinegar The hard shells fibrous husks and long pinnate leaves can be used as material to make a variety of products for furnishing and decoration The coconut has cultural and religious significance in certain societies particularly in the Western Pacific Austronesian cultures where it features in their mythologies songs and oral traditions It also had ceremonial importance in pre-colonial animistic religions It has also acquired religious significance in South Asian cultures where it is used in Hindu rituals It forms the basis of wedding and worship rituals in Hinduism It also plays a central role in the Coconut Religion of Vietnam The falling of their mature fruit has led to preoccupation with death by coconut.Coconuts were first domesticated by the Austronesian peoples in Island Southeast Asia and were spread during the Neolithic via their seaborne migrations as far east as the Pacific Islands and as far west as Madagascar and the Comoros They played a critical role in the long sea voyages of Austronesians by providing a portable source of food and water as well as providing building materials for Austronesian outrigger boats Coconuts were also later spread in historic times along the coasts of the Indian and Atlantic Oceans by South Asian Arab and European sailors Based on these separate introductions coconut populations can still be divided into Pacific coconuts and Indo-Atlantic coconuts respectively Coconuts were introduced by Europeans to the Americas only during the colonial era in the Columbian exchange but there is evidence of a possible pre-Columbian introduction of Pacific coconuts to Panama by Austronesian sailors The evolutionary origin of
/m/02vqfm,Coffee is a drink prepared from roasted coffee beans Darkly colored bitter and slightly acidic coffee has a stimulating effect on humans primarily due to its caffeine content It is the most popular hot drink in the world.Seeds of the Coffea plant 's fruits are separated to produce unroasted green coffee beans The beans are roasted and then ground into fine particles that are typically steeped in hot water before being filtered out producing a cup of coffee It is usually served hot although chilled or iced coffee is common Coffee can be prepared and presented in a variety of ways ( e.g. espresso French press caffè latte or already-brewed canned coffee ) Sugar sugar substitutes milk and cream are often used to mask the bitter taste or enhance the flavor Though coffee is now a global commodity it has a long history tied closely to food traditions around the Red Sea The earliest credible evidence of coffee drinking in the form of the modern beverage appears in modern-day Yemen from the mid-15th century in Sufi shrines where coffee seeds were first roasted and brewed in a manner similar to current methods The Yemenis procured the coffee beans from the Ethiopian Highlands via coastal Somali intermediaries and began cultivation By the 16th century the drink had reached the rest of the Middle East and North Africa later spreading to Europe In the 20th century coffee became a global commodity creating different coffee cultures around the world The two most commonly grown coffee bean types are C. arabica and C. robusta Coffee plants are cultivated in over 70 countries primarily in the equatorial regions of the Americas Southeast Asia the Indian subcontinent and Africa As of 2018 Brazil was the leading grower of coffee beans producing 35 % of the world 's total Green unroasted coffee is traded as an agricultural commodity Despite sales of coffee reaching billions of dollars worldwide farmers producing coffee beans disproportionately live in poverty Critics of the coffee industry have also pointed to its negative impact on the environment and the clearing of land for coffee-growing and water use == Etymology == The word coffee entered the English language in 1582 via the Dutch koffie borrowed from the Ottoman Turkish kahve ( قهوه ) borrowed in turn from the Arabic qahwah ( قَهْوَة ) Medieval Arab lexicographers traditionally held that the etymology of qahwah meant 'wine given its distinctly dark color and derived from the verb qahiya ( قَهِيَ ) 'to have no appetite The word qahwah most likely meant 'the dark one referring to the brew or the bean qahwah is not the name of the bean which are known in Arabic as bunn and in Cushitic languages as būn Semitic languages had the root qhh 'dark color which became a natural designation for the beverage There is no evidence that the word qahwah was named after the Ethiopian province of Kaffa ( a part of where coffee originates from Abyssinia ) or any significant authority stating the opposite or that it is traced to the Arabic
/m/02p5f1q,A coffee cup is a container a cup for serving coffee and coffee-based drinks There are three major types conventional cups used with saucers mugs used without saucers and disposable cups Cups and mugs generally have a handle Disposable paper cups used for take-out sometimes have fold-out handles but are more often used with an insulating coffee cup sleeve Coffee cups and mugs may be made of glazed ceramic porcelain plastic glass insulated or uninsulated metal and other materials Disposable coffee cups may be made out of paper or polystyrene foam ( often mistakenly called Styrofoam ) == History == In the past coffee cups have also been made of bone clay and wood == Shapes and sizes == === Espresso === The Italian Espresso National Institute recommends serving espresso in a white china cup holding 50−100 ml usually served on a saucer In the US espresso cups are sometimes called demitasse cups The espresso macchiato made with a shot of espresso and a dash of steamed milk is also served in a demitasse === Cappuccino === The Italian Espresso National Institute recommends serving cappuccino in a china cup holding approximately 160 ml usually served on a saucer === Gibraltar or cortado === Some shops serve a cortado in a 4-ounce Libbey Gibraltar glass calling the drink a Gibraltar === Cafe drinkware === Cafes use various sizes of coffee cups to serve mochas lattes and other coffee drinks They are typically 225 336 460 and sometimes 570 ml These cups are made of porcelain and shaped to encourage and aid in creating latte art === Shape innovation === NASA designed `` Space Cups '' for use by astronauts in the International Space Station The specially-shaped coffee cups are 3D printed and are used by sucking the liquid out of a bag The sharp inner corner of the Space Cup allows the liquid to flow toward the drinker 's lips through capillary flow Data from experiments conducted with Space Cups can be used to better the design of fluid systems used in space such as toilets oxygen air conditioning and water coolants The data can also be applied to societal uses of fluid systems on Earth such as improving the design of portable medical blood testers for infectious diseases == Materials == === Porcelain and ceramic === Porcelain and ceramic cups are widely used for coffee Ceramic is sturdier and cheaper than porcelain and retains heat better because it is thicker === Paper === Paper cups are usually lined with wax or plastic to prevent leakage A famous design of a paper coffee cup is the Anthora which has become symbolic of New York City daily life === Bamboo === Bamboo coffee cups promoted as a `` natural '' product are made of powdered bamboo fibres suspended in a glue containing melamine and formaldehyde The German consumer group Stiftung Warentest has raised concerns these substances consitute a health hazard when used for hot drinks === Polystyrene === Polystyrene sometimes known as styrofoam ( not actually Styrofoam ) is used mostly because of its
/m/078n6m,A coffee table is a low table designed to be placed in a sitting area for convenient support of beverages remote controls magazines books ( especially large illustrated coffee table books ) decorative objects and other small items.Most coffee tables are made of wood ( though faux wood tables are increasingly common ) or glass and metal typically stainless steel or aluminum and may incorporate cabinets or drawers Coffee tables were thought to initially be constructed in Renaissance England == Origins == In Europe the first tables specifically designed as and called coffee tables appear to have been made in Britain during the late Victorian era According to the listing in Victorian Furniture by R. W. Symonds & B B. Whineray and also in The Country Life Book of English Furniture by Edward T. Joy a table designed by E. W. Godwin in 1868 and made in large numbers by William Watt and Collinson and Lock is a coffee table If this is correct it may be one of the earliest made in Europe Other sources however list it only as `` table '' so this can not be stated categorically Far from being a low table this table was about twenty-seven inches high.Later coffee tables were designed as low tables and this idea may have come from the Ottoman Empire based on the tables in use in tea gardens However as the Anglo-Japanese style was popular in Britain throughout the 1870s and 1880s and low tables were common in Japan this seems to be an equally likely source for the concept of a long low table From the late 19th century onwards many coffee tables were subsequently made in earlier styles due to the popularity of revivalism so it is quite possible to find Louis XVI style coffee tables or Georgian style coffee tables but there seems to be no evidence of a table actually made as a coffee table before this time Joseph Aronson writing in 1938 defines a coffee table as a `` Low wide table now used before a sofa or couch There is no historical precedent ... '' suggesting that coffee tables were a late development in the history of furniture With the increasing availability of television sets from the 1950s onwards coffee tables really came into their own since they are low enough even with cups and glasses on them not to obstruct the view of the TV == See also == Coffee table book Nightstand Chabudai == References ==
/m/07xyvk,A coffeemaker coffee maker or coffee machine is a cooking appliance used to brew coffee While there are many different types of coffeemakers the two most common brewing principles use gravity or pressure to move hot water through coffee grounds In the most common devices coffee grounds are placed into a paper or metal filter inside a funnel which is set over a glass or ceramic coffee pot a cooking pot in the kettle family Cold water is poured into a separate chamber which is then boiled and directed into the funnel and allowed to drip through the grounds under gravity This is also called automatic drip-brew Coffee makers that use pressure to force water through the coffee grounds are called espresso makers and they produce espresso coffee == Types == === Vacuum brewers === On August 27 1930 Inez H. Peirce of Chicago Illinois filed her patent for the first vacuum coffee maker that truly automated the vacuum brewing process while eliminating the need for a stovetop burner or liquid fuels === Cafetiere === A cafetiere ( coffee plunger French press in US English ) requires coffee of a coarser grind than does a drip brew coffee filter as finer grounds will seep through the press filter and into the coffee.Because the coffee grounds remain in direct contact with the brewing water and the grounds are filtered from the water via a mesh instead of a paper filter coffee brewed with the cafetiere captures more of the coffee 's flavour and essential oils which would become trapped in a traditional drip brew machine 's paper filters As with drip-brewed coffee cafetiere coffee can be brewed to any strength by adjusting the amount of ground coffee which is brewed If the used grounds remain in the drink after brewing French pressed coffee left to stand can become `` bitter '' though this is an effect that many users of cafetiere consider beneficial For a 1⁄2-litre ( 0.11 imp gal 0.13 US gal ) cafetiere the contents are considered spoiled by some reports after around 20 minutes === Single-serve coffeemaker === The single-serve or single-cup coffeemaker had gained popularity by the 2000s == See also == Benjamin Thompson Caffè crema Cezve Coffee cup Coffee percolator Coffee pod Coffee preparation Coffee vending machine Coffeepot ( François-Thomas Germain ) ISSpresso – the first espresso coffee machine designed for use in space Moka pot Neapolitan flip coffee pot Trojan Room coffee pot == References == == External links == Media related to Coffeemaking implements at Wikimedia Commons
